customer_id,customer_name,registration_date,preferred_zone,customer_segment
CUST02370,Customer_2370,2024-05-27,Al Nuaimiya (Ajman),Regular
CUST02371,Customer_2371,2024-03-09,Marina (Dubai),New
CUST02372,Customer_2372,2024-01-09,Downtown (Dubai),Premium
CUST02373,Customer_2373,2024-09-06,Al Nahda (Sharjah),Regular
CUST02374,Customer_2374,2024-03-10,JBR (Dubai),New
CUST02375,Customer_2375,2024-07-31,Al Nuaimiya (Ajman),Regular
CUST02376,Customer_2376,2024-12-22,Al Reem (Abu Dhabi),VIP
CUST02377,Customer_2377,2024-11-15,Downtown (Dubai),Regular
CUST02378,Customer_2378,2024-08-05,Yas Island (Abu Dhabi),Premium
CUST02379,Customer_2379,2024-07-15,JLT (Dubai),New
CUST02380,Customer_2380,2024-08-05,Al Reem (Abu Dhabi),New
CUST02381,Customer_2381,2024-09-12,Al Nuaimiya (Ajman),Premium
CUST02382,Customer_2382,2024-12-30,Yas Island (Abu Dhabi),New
CUST02383,Customer_2383,2024-10-06,Al Reem (Abu Dhabi),Regular
CUST02384,Customer_2384,2024-01-20,Al Reem (Abu Dhabi),Regular
CUST02385,Customer_2385,2024-07-07,JBR (Dubai),Regular
CUST02386,Customer_2386,2024-12-19,JBR (Dubai),New
CUST02387,Customer_2387,2024-09-26,Al Nuaimiya (Ajman),VIP
CUST02388,Customer_2388,2024-05-23,Khalidiya (Abu Dhabi),Regular
CUST02389,Customer_2389,2024-09-24,Al Rashidiya (Ajman),Regular
CUST02390,Customer_2390,2024-05-05,Khalidiya (Abu Dhabi),Regular
CUST02391,Customer_2391,2024-12-05,Al Nahda (Sharjah),New
CUST02392,Customer_2392,2024-11-20,Yas Island (Abu Dhabi),Premium
CUST02393,Customer_2393,2024-06-08,Al Reem (Abu Dhabi),New
CUST02394,Customer_2394,2024-06-24,Yas Island (Abu Dhabi),Premium
CUST02395,Customer_2395,2024-08-28,Khalidiya (Abu Dhabi),Regular
CUST02396,Customer_2396,2024-08-28,Al Reem (Abu Dhabi),Premium
CUST02397,Customer_2397,2024-08-03,JLT (Dubai),VIP
CUST02398,Customer_2398,2024-05-30,Business Bay (Dubai),New
CUST02399,Customer_2399,2024-12-21,Al Rashidiya (Ajman),Regular
CUST02400,Customer_2400,2024-06-04,Al Qasimia (Sharjah),Premium
CUST02401,Customer_2401,2024-05-13,Marina (Dubai),Regular
CUST02402,Customer_2402,2024-10-23,Downtown (Dubai),Regular
CUST02403,Customer_2403,2024-12-02,Business Bay (Dubai),Premium
CUST02404,Customer_2404,2024-11-15,Marina (Dubai),New
CUST02405,Customer_2405,2024-02-12,Downtown (Dubai),Regular
CUST02406,Customer_2406,2024-05-22,Business Bay (Dubai),New
CUST02407,Customer_2407,2024-05-23,Business Bay (Dubai),Premium
CUST02408,Customer_2408,2024-01-08,Al Qasimia (Sharjah),New
CUST02409,Customer_2409,2024-03-30,Al Rashidiya (Ajman),Regular
CUST02410,Customer_2410,2024-03-18,Al Nahda (Sharjah),Regular
CUST02411,Customer_2411,2024-03-30,Business Bay (Dubai),Premium
CUST02412,Customer_2412,2024-04-30,Khalidiya (Abu Dhabi),New
CUST02413,Customer_2413,2024-09-27,Al Nuaimiya (Ajman),New
CUST02414,Customer_2414,2024-02-13,Downtown (Dubai),Regular
CUST02415,Customer_2415,2024-03-19,Al Nuaimiya (Ajman),Regular
CUST02416,Customer_2416,2024-07-30,Al Majaz (Sharjah),Regular
CUST02417,Customer_2417,2024-12-04,Khalidiya (Abu Dhabi),Premium
CUST02418,Customer_2418,2024-03-26,Deira (Dubai),Regular
CUST02419,Customer_2419,2024-06-25,Marina (Dubai),Regular
CUST02420,Customer_2420,2024-02-29,Marina (Dubai),New
CUST02421,Customer_2421,2024-07-23,Khalidiya (Abu Dhabi),Regular
CUST02422,Customer_2422,2024-09-29,Deira (Dubai),Regular
CUST02423,Customer_2423,2024-12-27,Corniche (Abu Dhabi),Regular
CUST02424,Customer_2424,2024-03-15,Yas Island (Abu Dhabi),Premium
CUST02425,Customer_2425,2024-01-07,Business Bay (Dubai),VIP
CUST02426,Customer_2426,2024-08-17,Corniche (Abu Dhabi),Regular
CUST02427,Customer_2427,2024-09-28,Al Nahda (Sharjah),VIP
CUST02428,Customer_2428,2024-02-19,Al Rashidiya (Ajman),Regular
CUST02429,Customer_2429,2024-06-30,Al Nuaimiya (Ajman),Regular
CUST02430,Customer_2430,2024-11-29,Al Nuaimiya (Ajman),New
CUST02431,Customer_2431,2024-05-18,Business Bay (Dubai),Premium
CUST02432,Customer_2432,2024-05-10,Al Nahda (Sharjah),Regular
CUST02433,Customer_2433,2024-08-24,Al Majaz (Sharjah),Regular
CUST02434,Customer_2434,2024-05-03,Al Qasimia (Sharjah),Regular
CUST02435,Customer_2435,2024-04-09,Yas Island (Abu Dhabi),Regular
CUST02436,Customer_2436,2024-12-19,Downtown (Dubai),Regular
CUST02437,Customer_2437,2024-01-06,Al Nahda (Sharjah),New
CUST02438,Customer_2438,2024-02-04,Marina (Dubai),Regular
CUST02439,Customer_2439,2024-09-25,JBR (Dubai),Regular
CUST02440,Customer_2440,2024-06-28,Deira (Dubai),Premium
CUST02441,Customer_2441,2024-05-08,Deira (Dubai),New
CUST02442,Customer_2442,2024-11-13,JBR (Dubai),New
CUST02443,Customer_2443,2024-10-31,Al Nahda (Sharjah),Premium
CUST02444,Customer_2444,2024-04-21,Al Reem (Abu Dhabi),Regular
CUST02445,Customer_2445,2024-12-28,JBR (Dubai),New
CUST02446,Customer_2446,2024-11-05,Downtown (Dubai),Regular
CUST02447,Customer_2447,2024-11-27,Al Reem (Abu Dhabi),Premium
CUST02448,Customer_2448,2024-04-04,Al Rashidiya (Ajman),New
CUST02449,Customer_2449,2024-04-04,Business Bay (Dubai),New
CUST02450,Customer_2450,2024-12-04,Al Rashidiya (Ajman),New
CUST02451,Customer_2451,2024-08-20,Al Rashidiya (Ajman),VIP
CUST02452,Customer_2452,2024-08-06,Al Qasimia (Sharjah),VIP
CUST02453,Customer_2453,2024-06-14,Business Bay (Dubai),New
CUST02454,Customer_2454,2024-02-07,Business Bay (Dubai),Premium
CUST02455,Customer_2455,2024-07-14,Corniche (Abu Dhabi),Regular
CUST02456,Customer_2456,2024-01-31,Business Bay (Dubai),VIP
CUST02457,Customer_2457,2024-05-15,Downtown (Dubai),Regular
CUST02458,Customer_2458,2024-09-08,Al Rashidiya (Ajman),New
CUST02459,Customer_2459,2024-07-20,Downtown (Dubai),Regular
CUST02460,Customer_2460,2024-02-25,Downtown (Dubai),Regular
CUST02461,Customer_2461,2024-08-08,Deira (Dubai),Regular
CUST02462,Customer_2462,2024-02-24,Al Rashidiya (Ajman),Regular
CUST02463,Customer_2463,2024-05-12,JBR (Dubai),New
CUST02464,Customer_2464,2024-02-06,Al Reem (Abu Dhabi),Premium
CUST02465,Customer_2465,2024-08-16,Marina (Dubai),Premium
CUST02466,Customer_2466,2024-03-17,Al Nahda (Sharjah),Regular
CUST02467,Customer_2467,2024-01-20,Al Nahda (Sharjah),Regular
CUST02468,Customer_2468,2024-03-18,Al Qasimia (Sharjah),Regular
CUST02469,Customer_2469,2024-07-19,Al Reem (Abu Dhabi),New
CUST02470,Customer_2470,2024-12-28,Al Majaz (Sharjah),Regular
CUST02471,Customer_2471,2024-08-11,Corniche (Abu Dhabi),Premium
CUST02472,Customer_2472,2024-02-05,Yas Island (Abu Dhabi),New
CUST02473,Customer_2473,2024-07-15,Al Qasimia (Sharjah),Premium
CUST02474,Customer_2474,2024-09-03,JBR (Dubai),Regular
CUST02475,Customer_2475,2024-07-02,JLT (Dubai),Regular
CUST02476,Customer_2476,2024-07-24,Marina (Dubai),Regular
CUST02477,Customer_2477,2024-11-27,JBR (Dubai),Regular
CUST02478,Customer_2478,2024-06-23,JBR (Dubai),Premium
CUST02479,Customer_2479,2024-05-28,Al Nahda (Sharjah),New
CUST02480,Customer_2480,2024-10-10,Marina (Dubai),VIP
CUST02481,Customer_2481,2024-12-04,Deira (Dubai),New
CUST02482,Customer_2482,2024-07-18,Al Rashidiya (Ajman),New
CUST02483,Customer_2483,2024-12-18,JLT (Dubai),Regular
CUST02484,Customer_2484,2024-11-19,Khalidiya (Abu Dhabi),Premium
CUST02485,Customer_2485,2024-03-12,Marina (Dubai),New
CUST02486,Customer_2486,2024-10-30,Deira (Dubai),Regular
CUST02487,Customer_2487,2024-02-02,Al Majaz (Sharjah),Regular
CUST02488,Customer_2488,2024-06-06,Khalidiya (Abu Dhabi),Regular
CUST02489,Customer_2489,2024-08-18,Marina (Dubai),New
CUST02490,Customer_2490,2024-01-29,JLT (Dubai),Premium
CUST02491,Customer_2491,2024-01-22,Corniche (Abu Dhabi),New
CUST02492,Customer_2492,2024-11-30,Al Nahda (Sharjah),Regular
CUST02493,Customer_2493,2024-12-13,Al Nuaimiya (Ajman),Premium
CUST02494,Customer_2494,2024-03-17,Al Qasimia (Sharjah),Regular
CUST02495,Customer_2495,2024-02-06,Marina (Dubai),Premium
CUST02496,Customer_2496,2024-09-07,Al Nahda (Sharjah),New
CUST02497,Customer_2497,2024-11-12,Marina (Dubai),New
CUST02498,Customer_2498,2024-11-28,Downtown (Dubai),New
CUST02499,Customer_2499,2024-11-19,Marina (Dubai),VIP
CUST02500,Customer_2500,2024-02-19,Khalidiya (Abu Dhabi),Regular
CUST02501,Customer_2501,2024-10-29,JBR (Dubai),Premium
CUST02502,Customer_2502,2024-02-24,JBR (Dubai),Regular
CUST02503,Customer_2503,2024-11-11,Deira (Dubai),New
CUST02504,Customer_2504,2024-04-13,Corniche (Abu Dhabi),Regular
CUST02505,Customer_2505,2024-12-13,Corniche (Abu Dhabi),Regular
CUST02506,Customer_2506,2024-12-16,Al Reem (Abu Dhabi),Regular
CUST02507,Customer_2507,2024-06-13,Al Nuaimiya (Ajman),VIP
CUST02508,Customer_2508,2024-04-19,Al Majaz (Sharjah),New
CUST02509,Customer_2509,2024-03-29,JLT (Dubai),New
CUST02510,Customer_2510,2024-05-20,Downtown (Dubai),Premium
CUST02511,Customer_2511,2024-03-27,Al Qasimia (Sharjah),Regular
CUST02512,Customer_2512,2024-03-25,Khalidiya (Abu Dhabi),New
CUST02513,Customer_2513,2024-10-24,Marina (Dubai),New
CUST02514,Customer_2514,2024-11-19,Al Reem (Abu Dhabi),Regular
CUST02515,Customer_2515,2024-03-21,Marina (Dubai),Premium
CUST02516,Customer_2516,2024-02-11,Marina (Dubai),New
CUST02517,Customer_2517,2024-02-15,Al Qasimia (Sharjah),Regular
CUST02518,Customer_2518,2024-05-25,Corniche (Abu Dhabi),Regular
CUST02519,Customer_2519,2024-08-31,Al Qasimia (Sharjah),New
CUST02520,Customer_2520,2024-03-14,Al Nahda (Sharjah),New
CUST02521,Customer_2521,2024-08-18,Corniche (Abu Dhabi),New
CUST02522,Customer_2522,2024-03-30,Al Reem (Abu Dhabi),Regular
CUST02523,Customer_2523,2024-11-01,Downtown (Dubai),Premium
CUST02524,Customer_2524,2024-11-09,JBR (Dubai),Regular
CUST02525,Customer_2525,2024-06-03,JLT (Dubai),Regular
CUST02526,Customer_2526,2024-10-12,Deira (Dubai),New
CUST02527,Customer_2527,2024-09-28,JBR (Dubai),Regular
CUST02528,Customer_2528,2024-10-03,Yas Island (Abu Dhabi),New
CUST02529,Customer_2529,2024-11-16,Al Nahda (Sharjah),New
CUST02530,Customer_2530,2024-01-28,Deira (Dubai),New
CUST02531,Customer_2531,2024-03-17,Al Nahda (Sharjah),Premium
CUST02532,Customer_2532,2024-08-30,Khalidiya (Abu Dhabi),New
CUST02533,Customer_2533,2024-12-09,Al Rashidiya (Ajman),New
CUST02534,Customer_2534,2024-11-26,JLT (Dubai),New
CUST02535,Customer_2535,2024-08-10,Business Bay (Dubai),Regular
CUST02536,Customer_2536,2024-08-20,Marina (Dubai),New
CUST02537,Customer_2537,2024-01-27,Al Rashidiya (Ajman),Regular
CUST02538,Customer_2538,2024-03-21,Al Majaz (Sharjah),New
CUST02539,Customer_2539,2024-09-20,JBR (Dubai),New
CUST02540,Customer_2540,2024-04-30,Al Qasimia (Sharjah),Regular
CUST02541,Customer_2541,2024-10-23,JLT (Dubai),Regular
CUST02542,Customer_2542,2024-12-12,Al Rashidiya (Ajman),Regular
CUST02543,Customer_2543,2024-02-26,JLT (Dubai),New
CUST02544,Customer_2544,2024-05-01,Al Qasimia (Sharjah),Regular
CUST02545,Customer_2545,2024-04-12,Corniche (Abu Dhabi),Premium
CUST02546,Customer_2546,2024-02-07,Khalidiya (Abu Dhabi),Regular
CUST02547,Customer_2547,2024-01-28,Al Rashidiya (Ajman),Regular
CUST02548,Customer_2548,2024-04-20,Al Rashidiya (Ajman),Regular
CUST02549,Customer_2549,2024-04-01,Corniche (Abu Dhabi),Regular
CUST02550,Customer_2550,2024-08-22,Al Qasimia (Sharjah),New
CUST02551,Customer_2551,2024-07-02,Business Bay (Dubai),New
CUST02552,Customer_2552,2024-03-06,Marina (Dubai),Regular
CUST02553,Customer_2553,2024-01-31,Business Bay (Dubai),New
CUST02554,Customer_2554,2024-08-26,Khalidiya (Abu Dhabi),Regular
CUST02555,Customer_2555,2024-06-24,Deira (Dubai),Premium
CUST02556,Customer_2556,2024-11-05,Downtown (Dubai),Premium
CUST02557,Customer_2557,2024-11-22,Al Reem (Abu Dhabi),VIP
CUST02558,Customer_2558,2024-10-22,Yas Island (Abu Dhabi),Premium
CUST02559,Customer_2559,2024-02-14,Corniche (Abu Dhabi),Premium
CUST02560,Customer_2560,2024-09-07,Al Nuaimiya (Ajman),VIP
CUST02561,Customer_2561,2024-10-29,Khalidiya (Abu Dhabi),Premium
CUST02562,Customer_2562,2024-05-22,Marina (Dubai),Premium
CUST02563,Customer_2563,2024-05-06,Deira (Dubai),Regular
CUST02564,Customer_2564,2024-10-23,Deira (Dubai),Premium
CUST02565,Customer_2565,2024-10-29,Downtown (Dubai),VIP
CUST02566,Customer_2566,2024-01-03,Corniche (Abu Dhabi),VIP
CUST02567,Customer_2567,2024-01-21,Khalidiya (Abu Dhabi),Premium
CUST02568,Customer_2568,2024-09-15,Marina (Dubai),Regular
CUST02569,Customer_2569,2024-07-20,Khalidiya (Abu Dhabi),Premium
CUST02570,Customer_2570,2024-12-22,Al Nuaimiya (Ajman),New
CUST02571,Customer_2571,2024-09-10,Deira (Dubai),New
CUST02572,Customer_2572,2024-01-07,Al Qasimia (Sharjah),Premium
CUST02573,Customer_2573,2024-04-21,Downtown (Dubai),Regular
CUST02574,Customer_2574,2024-05-02,Al Nahda (Sharjah),VIP
CUST02575,Customer_2575,2024-01-09,Khalidiya (Abu Dhabi),Regular
CUST02576,Customer_2576,2024-03-23,Al Qasimia (Sharjah),Regular
CUST02577,Customer_2577,2024-10-19,Al Qasimia (Sharjah),Regular
CUST02578,Customer_2578,2024-08-20,Khalidiya (Abu Dhabi),Premium
CUST02579,Customer_2579,2024-12-26,Corniche (Abu Dhabi),New
CUST02580,Customer_2580,2024-07-08,Al Nahda (Sharjah),Regular
CUST02581,Customer_2581,2024-11-20,Marina (Dubai),Premium
CUST02582,Customer_2582,2024-02-06,Corniche (Abu Dhabi),Premium
CUST02583,Customer_2583,2024-06-19,Yas Island (Abu Dhabi),New
CUST02584,Customer_2584,2024-08-06,Al Majaz (Sharjah),New
CUST02585,Customer_2585,2024-11-09,Yas Island (Abu Dhabi),Regular
CUST02586,Customer_2586,2024-04-16,Al Majaz (Sharjah),Regular
CUST02587,Customer_2587,2024-11-13,Al Rashidiya (Ajman),Regular
CUST02588,Customer_2588,2024-01-29,Yas Island (Abu Dhabi),VIP
CUST02589,Customer_2589,2024-12-11,JLT (Dubai),Premium
CUST02590,Customer_2590,2024-02-26,Corniche (Abu Dhabi),Regular
CUST02591,Customer_2591,2024-11-12,Marina (Dubai),Regular
CUST02592,Customer_2592,2024-03-30,Al Nahda (Sharjah),Regular
CUST02593,Customer_2593,2024-02-04,Yas Island (Abu Dhabi),Premium
CUST02594,Customer_2594,2024-04-14,Downtown (Dubai),VIP
CUST02595,Customer_2595,2024-05-02,Yas Island (Abu Dhabi),New
CUST02596,Customer_2596,2024-09-01,Al Qasimia (Sharjah),VIP
CUST02597,Customer_2597,2024-10-24,Al Nuaimiya (Ajman),VIP
CUST02598,Customer_2598,2024-04-17,Al Majaz (Sharjah),Premium
CUST02599,Customer_2599,2024-04-25,JLT (Dubai),Regular
CUST02600,Customer_2600,2024-05-16,Yas Island (Abu Dhabi),Regular
CUST02601,Customer_2601,2024-05-21,Marina (Dubai),New
CUST02602,Customer_2602,2024-06-25,Khalidiya (Abu Dhabi),Regular
CUST02603,Customer_2603,2024-09-26,Al Nuaimiya (Ajman),New
CUST02604,Customer_2604,2024-12-29,Yas Island (Abu Dhabi),Regular
CUST02605,Customer_2605,2024-09-29,Al Rashidiya (Ajman),New
CUST02606,Customer_2606,2024-11-13,JLT (Dubai),Premium
CUST02607,Customer_2607,2024-12-20,Al Majaz (Sharjah),VIP
CUST02608,Customer_2608,2024-02-03,Deira (Dubai),Premium
CUST02609,Customer_2609,2024-08-22,JBR (Dubai),New
CUST02610,Customer_2610,2024-04-01,Business Bay (Dubai),VIP
CUST02611,Customer_2611,2024-02-09,JBR (Dubai),New
CUST02612,Customer_2612,2024-02-27,Al Qasimia (Sharjah),New
CUST02613,Customer_2613,2024-03-18,Al Nuaimiya (Ajman),New
CUST02614,Customer_2614,2024-11-17,Marina (Dubai),New
CUST02615,Customer_2615,2024-12-15,Yas Island (Abu Dhabi),VIP
CUST02616,Customer_2616,2024-08-30,JLT (Dubai),Regular
CUST02617,Customer_2617,2024-11-26,Marina (Dubai),New
CUST02618,Customer_2618,2024-02-02,Marina (Dubai),Premium
CUST02619,Customer_2619,2024-04-28,Al Nuaimiya (Ajman),VIP
CUST02620,Customer_2620,2024-11-26,JLT (Dubai),Regular
CUST02621,Customer_2621,2024-06-24,Al Nahda (Sharjah),Regular
CUST02622,Customer_2622,2024-06-16,Khalidiya (Abu Dhabi),Regular
CUST02623,Customer_2623,2024-12-22,Yas Island (Abu Dhabi),Premium
CUST02624,Customer_2624,2024-08-15,Khalidiya (Abu Dhabi),Regular
CUST02625,Customer_2625,2024-03-08,Al Rashidiya (Ajman),Premium
CUST02626,Customer_2626,2024-03-28,Al Majaz (Sharjah),New
CUST02627,Customer_2627,2024-09-04,JLT (Dubai),VIP
CUST02628,Customer_2628,2024-01-25,Downtown (Dubai),Regular
CUST02629,Customer_2629,2024-08-21,Downtown (Dubai),Regular
CUST02630,Customer_2630,2024-03-23,Al Qasimia (Sharjah),Regular
CUST02631,Customer_2631,2024-04-03,Downtown (Dubai),Premium
CUST02632,Customer_2632,2024-12-20,Al Rashidiya (Ajman),Regular
CUST02633,Customer_2633,2024-03-19,Downtown (Dubai),New
CUST02634,Customer_2634,2024-01-22,JLT (Dubai),Regular
CUST02635,Customer_2635,2024-08-13,Business Bay (Dubai),Regular
CUST02636,Customer_2636,2024-04-15,Yas Island (Abu Dhabi),Premium
CUST02637,Customer_2637,2024-12-06,JLT (Dubai),VIP
CUST02638,Customer_2638,2024-03-16,JLT (Dubai),Regular
CUST02639,Customer_2639,2024-03-24,Yas Island (Abu Dhabi),Regular
CUST02640,Customer_2640,2024-01-13,Corniche (Abu Dhabi),VIP
CUST02641,Customer_2641,2024-03-15,Khalidiya (Abu Dhabi),VIP
CUST02642,Customer_2642,2024-03-20,Marina (Dubai),VIP
CUST02643,Customer_2643,2024-10-06,Yas Island (Abu Dhabi),Regular
CUST02644,Customer_2644,2024-12-27,Business Bay (Dubai),Regular
CUST02645,Customer_2645,2024-05-28,Al Majaz (Sharjah),VIP
CUST02646,Customer_2646,2024-10-20,Al Nahda (Sharjah),New
CUST02647,Customer_2647,2024-10-16,Al Qasimia (Sharjah),VIP
CUST02648,Customer_2648,2024-08-14,JLT (Dubai),Regular
CUST02649,Customer_2649,2024-09-02,Al Rashidiya (Ajman),New
CUST02650,Customer_2650,2024-12-13,Yas Island (Abu Dhabi),New
CUST02651,Customer_2651,2024-01-13,Corniche (Abu Dhabi),Regular
CUST02652,Customer_2652,2024-04-22,Khalidiya (Abu Dhabi),Regular
CUST02653,Customer_2653,2024-06-16,Marina (Dubai),Regular
CUST02654,Customer_2654,2024-04-09,Al Reem (Abu Dhabi),Regular
CUST02655,Customer_2655,2024-05-22,Deira (Dubai),New
CUST02656,Customer_2656,2024-10-02,Al Nuaimiya (Ajman),Regular
CUST02657,Customer_2657,2024-12-09,JBR (Dubai),VIP
CUST02658,Customer_2658,2024-07-20,Deira (Dubai),Regular
CUST02659,Customer_2659,2024-11-04,Al Reem (Abu Dhabi),Regular
CUST02660,Customer_2660,2024-01-29,Al Rashidiya (Ajman),Regular
CUST02661,Customer_2661,2024-07-22,Downtown (Dubai),Premium
CUST02662,Customer_2662,2024-08-06,JLT (Dubai),Regular
CUST02663,Customer_2663,2024-01-07,Business Bay (Dubai),Regular
CUST02664,Customer_2664,2024-06-06,Khalidiya (Abu Dhabi),Premium
CUST02665,Customer_2665,2024-02-14,Deira (Dubai),Premium
CUST02666,Customer_2666,2024-08-15,Al Qasimia (Sharjah),VIP
CUST02667,Customer_2667,2024-08-14,Business Bay (Dubai),New
CUST02668,Customer_2668,2024-08-05,Al Qasimia (Sharjah),Premium
CUST02669,Customer_2669,2024-03-12,Al Nuaimiya (Ajman),Regular
CUST02670,Customer_2670,2024-02-14,Downtown (Dubai),New
CUST02671,Customer_2671,2024-08-31,Al Nuaimiya (Ajman),Regular
CUST02672,Customer_2672,2024-06-20,JBR (Dubai),VIP
CUST02673,Customer_2673,2024-10-29,Al Majaz (Sharjah),Regular
CUST02674,Customer_2674,2024-01-04,Corniche (Abu Dhabi),Regular
CUST02675,Customer_2675,2024-05-19,Corniche (Abu Dhabi),New
CUST02676,Customer_2676,2024-08-24,Al Qasimia (Sharjah),Regular
CUST02677,Customer_2677,2024-03-11,Deira (Dubai),New
CUST02678,Customer_2678,2024-07-14,Business Bay (Dubai),Regular
CUST02679,Customer_2679,2024-01-22,Al Nuaimiya (Ajman),Premium
CUST02680,Customer_2680,2024-10-26,Business Bay (Dubai),Regular
CUST02681,Customer_2681,2024-08-25,Deira (Dubai),New
CUST02682,Customer_2682,2024-01-02,Downtown (Dubai),New
CUST02683,Customer_2683,2024-11-23,Al Nuaimiya (Ajman),Regular
CUST02684,Customer_2684,2024-03-04,Al Nahda (Sharjah),Regular
CUST02685,Customer_2685,2024-05-27,Corniche (Abu Dhabi),New
CUST02686,Customer_2686,2024-12-18,Al Nahda (Sharjah),New
CUST02687,Customer_2687,2024-03-02,Al Majaz (Sharjah),New
CUST02688,Customer_2688,2024-02-04,Al Reem (Abu Dhabi),Premium
CUST02689,Customer_2689,2024-10-24,Khalidiya (Abu Dhabi),Regular
CUST02690,Customer_2690,2024-05-12,Al Nahda (Sharjah),Regular
CUST02691,Customer_2691,2024-12-21,Al Nuaimiya (Ajman),New
CUST02692,Customer_2692,2024-09-19,Al Qasimia (Sharjah),Regular
CUST02693,Customer_2693,2024-05-12,Downtown (Dubai),Regular
CUST02694,Customer_2694,2024-03-15,JLT (Dubai),Regular
CUST02695,Customer_2695,2024-12-20,Downtown (Dubai),Regular
CUST02696,Customer_2696,2024-01-28,Business Bay (Dubai),Regular
CUST02697,Customer_2697,2024-11-21,Al Rashidiya (Ajman),VIP
CUST02698,Customer_2698,2024-01-25,Business Bay (Dubai),New
CUST02699,Customer_2699,2024-11-23,Al Rashidiya (Ajman),New
CUST02700,Customer_2700,2024-04-09,Al Majaz (Sharjah),Regular
CUST02701,Customer_2701,2024-02-18,Al Reem (Abu Dhabi),Premium
CUST02702,Customer_2702,2024-10-05,JLT (Dubai),Premium
CUST02703,Customer_2703,2024-12-16,Al Majaz (Sharjah),Regular
CUST02704,Customer_2704,2024-12-16,Al Qasimia (Sharjah),Regular
CUST02705,Customer_2705,2024-02-19,Yas Island (Abu Dhabi),Regular
CUST02706,Customer_2706,2024-03-14,Marina (Dubai),New
CUST02707,Customer_2707,2024-05-24,JLT (Dubai),Premium
CUST02708,Customer_2708,2024-07-29,JLT (Dubai),VIP
CUST02709,Customer_2709,2024-03-24,JBR (Dubai),New
CUST02710,Customer_2710,2024-09-14,Deira (Dubai),Premium
CUST02711,Customer_2711,2024-10-13,Al Reem (Abu Dhabi),Regular
CUST02712,Customer_2712,2024-09-26,Al Nuaimiya (Ajman),Regular
CUST02713,Customer_2713,2024-10-09,Al Qasimia (Sharjah),Premium
CUST02714,Customer_2714,2024-02-28,Corniche (Abu Dhabi),Regular
CUST02715,Customer_2715,2024-02-09,JBR (Dubai),Premium
CUST02716,Customer_2716,2024-01-09,Khalidiya (Abu Dhabi),Regular
CUST02717,Customer_2717,2024-12-19,JLT (Dubai),New
CUST02718,Customer_2718,2024-08-14,Al Rashidiya (Ajman),VIP
CUST02719,Customer_2719,2024-09-24,Al Majaz (Sharjah),VIP
CUST02720,Customer_2720,2024-03-29,Al Qasimia (Sharjah),Regular
CUST02721,Customer_2721,2024-03-01,Deira (Dubai),New
CUST02722,Customer_2722,2024-12-21,Downtown (Dubai),Regular
CUST02723,Customer_2723,2024-06-06,Downtown (Dubai),New
CUST02724,Customer_2724,2024-02-10,Corniche (Abu Dhabi),Regular
CUST02725,Customer_2725,2024-02-27,JBR (Dubai),New
CUST02726,Customer_2726,2024-09-04,Al Majaz (Sharjah),Regular
CUST02727,Customer_2727,2024-04-10,JBR (Dubai),New
CUST02728,Customer_2728,2024-12-03,Yas Island (Abu Dhabi),Regular
CUST02729,Customer_2729,2024-08-28,JBR (Dubai),VIP
CUST02730,Customer_2730,2024-01-23,JBR (Dubai),Regular
CUST02731,Customer_2731,2024-01-06,Al Majaz (Sharjah),New
CUST02732,Customer_2732,2024-03-04,Al Rashidiya (Ajman),Regular
CUST02733,Customer_2733,2024-10-27,Al Rashidiya (Ajman),New
CUST02734,Customer_2734,2024-12-09,JLT (Dubai),New
CUST02735,Customer_2735,2024-03-15,Al Nuaimiya (Ajman),Premium
CUST02736,Customer_2736,2024-05-22,Al Reem (Abu Dhabi),Regular
CUST02737,Customer_2737,2024-03-23,Al Nuaimiya (Ajman),Regular
CUST02738,Customer_2738,2024-11-09,Deira (Dubai),Regular
CUST02739,Customer_2739,2024-02-04,JBR (Dubai),Premium
CUST02740,Customer_2740,2024-01-08,Yas Island (Abu Dhabi),New
CUST02741,Customer_2741,2024-04-08,Business Bay (Dubai),New
CUST02742,Customer_2742,2024-10-02,Marina (Dubai),VIP
CUST02743,Customer_2743,2024-02-20,Al Rashidiya (Ajman),New
CUST02744,Customer_2744,2024-09-15,Al Nuaimiya (Ajman),Premium
CUST02745,Customer_2745,2024-07-06,Al Qasimia (Sharjah),Regular
CUST02746,Customer_2746,2024-08-13,Al Nahda (Sharjah),VIP
CUST02747,Customer_2747,2024-04-02,Al Nuaimiya (Ajman),Regular
CUST02748,Customer_2748,2024-07-13,Corniche (Abu Dhabi),New
CUST02749,Customer_2749,2024-04-26,Corniche (Abu Dhabi),New
CUST02750,Customer_2750,2024-06-09,JBR (Dubai),Regular
CUST02751,Customer_2751,2024-09-23,Downtown (Dubai),Regular
CUST02752,Customer_2752,2024-07-03,Al Qasimia (Sharjah),New
CUST02753,Customer_2753,2024-01-21,JBR (Dubai),Regular
CUST02754,Customer_2754,2024-02-29,Corniche (Abu Dhabi),New
CUST02755,Customer_2755,2024-11-03,Al Qasimia (Sharjah),Regular
CUST02756,Customer_2756,2024-08-15,Deira (Dubai),Regular
CUST02757,Customer_2757,2024-05-28,Al Nuaimiya (Ajman),Regular
CUST02758,Customer_2758,2024-02-05,Al Rashidiya (Ajman),Premium
CUST02759,Customer_2759,2024-08-31,Al Nahda (Sharjah),Regular
