order_id,customer_id,restaurant_id,rider_id,order_time,zone,order_value,promo_code,discount_amount,delivery_fee,status,cancellation_reason
ORD008316,CUST00508,REST0141,RIDER0141,2025-11-04 14:17:00,Al Nahda (Sharjah),65.34,SAVE20,13.07,8.7,Cancelled,Rider Unavailable
ORD008317,CUST01005,REST0158,RIDER0281,2025-10-29 10:27:00,Al Reem (Abu Dhabi),103.32,,,14.22,Delivered,
ORD008318,CUST02378,REST0049,RIDER0105,2025-12-30 18:39:00,JBR (Dubai),51.36,,,13.83,Delivered,
ORD008319,CUST04446,REST0115,RIDER0782,2025-12-01 09:15:00,Khalidiya (Abu Dhabi),222.26,,22.23,11.99,Delivered,
ORD008320,CUST02803,REST0075,RIDER0226,2025-11-10 20:01:00,JLT (Dubai),71.16,,,6.47,Delivered,
ORD008321,CUST03397,REST0191,RIDER0459,2025-11-24 12:19:00,Al Reem (Abu Dhabi),61.95,WEEKEND15,9.29,8.58,Delivered,
ORD008322,CUST01668,REST0199,RIDER0319,2025-11-29 13:29:00,JLT (Dubai),56.77,,,14.34,Delivered,
ORD008323,CUST02826,REST0163,RIDER0235,2025-12-18 10:08:00,JBR (Dubai),61.59,WELCOME10,6.16,13.08,Delivered,
ORD008324,CUST02205,REST0139,RIDER0772,2025-11-15 14:54:00,Business Bay (Dubai),240.57,LOYALTY25,60.14,6.27,Delivered,
ORD008325,CUST03284,REST0049,RIDER0703,2025-12-20 18:50:00,JBR (Dubai),44.56,,,14.58,Delivered,
ORD008326,CUST00258,REST0107,RIDER0568,2025-11-09 11:00:00,Downtown (Dubai),59.51,WEEKEND15,8.93,6.12,Cancelled,Long Wait Time
ORD008327,CUST02452,REST0111,RIDER0633,2025-11-12 18:26:00,Al Rashidiya (Ajman),79.79,LOYALTY25,19.95,5.16,Delivered,
ORD008328,CUST01456,REST0115,RIDER0406,2025-10-12 17:53:00,Khalidiya (Abu Dhabi),140.34,SAVE20,28.07,9.7,Delivered,
ORD008329,CUST01613,REST0168,RIDER0442,2025-12-15 12:08:00,JLT (Dubai),109.29,WEEKEND15,16.39,14.07,Delivered,
ORD008330,CUST04805,REST0021,RIDER0220,2025-11-08 12:19:00,Khalidiya (Abu Dhabi),147.66,,,6.28,Delivered,
ORD008331,CUST00922,REST0047,RIDER0641,2025-11-27 20:26:00,Deira (Dubai),112.72,WEEKEND15,16.91,5.53,Delivered,
ORD008332,CUST01532,REST0003,RIDER0315,2025-10-13 01:38:00,Khalidiya (Abu Dhabi),190.87,,,12.91,Delivered,
ORD008333,CUST02520,REST0158,RIDER0070,2025-11-12 18:34:00,Al Reem (Abu Dhabi),83.82,WEEKEND15,12.57,9.76,Delivered,
ORD008334,CUST04314,REST0127,RIDER0711,2025-12-03 13:32:00,JBR (Dubai),63.9,NEW50,31.95,15.0,Delivered,
ORD008335,CUST02057,REST0067,RIDER0399,2025-10-10 18:12:00,Khalidiya (Abu Dhabi),112.15,WELCOME10,11.22,6.23,Delivered,
ORD008336,CUST03701,REST0062,RIDER0205,2025-10-23 15:13:00,Al Majaz (Sharjah),96.01,SAVE20,19.2,5.48,Delivered,
ORD008337,CUST04277,REST0165,RIDER0537,2025-11-08 07:52:00,JLT (Dubai),42.2,FREESHIP,4.22,7.88,Delivered,
ORD008338,CUST01522,REST0150,RIDER0409,2025-12-13 22:00:00,JBR (Dubai),107.31,FREESHIP,10.73,6.03,Delivered,
ORD008339,CUST01931,REST0031,RIDER0022,2025-11-27 07:49:00,Al Majaz (Sharjah),127.36,,,5.74,Cancelled,Payment Issue
ORD008340,CUST01755,REST0046,RIDER0342,2025-12-07 09:06:00,Al Nuaimiya (Ajman),79.71,LOYALTY25,19.93,14.96,Delivered,
ORD008341,CUST04158,REST0045,RIDER0051,2025-10-31 13:46:00,JLT (Dubai),48.55,SAVE20,9.71,14.07,Cancelled,Rider Unavailable
ORD008342,CUST00236,REST0014,RIDER0212,2025-10-27 21:32:00,Al Nuaimiya (Ajman),92.94,NEW50,46.47,10.28,Delivered,
ORD008343,CUST01517,REST0121,RIDER0062,2025-12-12 11:53:00,Al Qasimia (Sharjah),107.04,SAVE20,21.41,5.36,Delivered,
ORD008344,CUST03392,REST0140,RIDER0611,2025-11-24 16:38:00,JLT (Dubai),172.78,,,13.46,Delivered,
ORD008345,CUST02799,REST0119,RIDER0507,2025-11-02 15:51:00,Deira (Dubai),96.89,,,8.68,Delivered,
ORD008346,CUST02147,REST0191,RIDER0369,2025-10-23 12:51:00,Al Reem (Abu Dhabi),44.23,FREESHIP,4.42,12.28,Delivered,
ORD008347,CUST02676,REST0077,RIDER0017,2025-10-09 18:33:00,Deira (Dubai),87.75,WELCOME10,8.78,12.42,In Progress,
ORD008348,CUST01005,REST0088,RIDER0710,2025-12-06 15:45:00,Al Rashidiya (Ajman),42.47,,,13.82,Cancelled,Restaurant Unavailable
ORD008349,CUST02123,REST0166,RIDER0569,2025-10-15 16:52:00,Deira (Dubai),81.94,SAVE20,16.39,14.99,Delivered,
ORD008350,CUST02486,REST0117,RIDER0168,2025-10-06 10:27:00,JLT (Dubai),170.67,FREESHIP,17.07,14.13,Delivered,
ORD008351,CUST04515,REST0175,RIDER0699,2025-10-14 21:06:00,Al Reem (Abu Dhabi),138.22,WEEKEND15,20.73,12.71,Delivered,
ORD008352,CUST01291,REST0124,RIDER0233,2025-12-27 08:45:00,Downtown (Dubai),255.55,NEW50,127.78,8.44,Delivered,
ORD008353,CUST04333,REST0054,RIDER0431,2025-12-17 18:51:00,Al Nuaimiya (Ajman),37.49,WELCOME10,3.75,13.99,Delivered,
ORD008354,CUST03193,REST0183,RIDER0310,2025-12-23 20:23:00,Al Majaz (Sharjah),75.96,,,7.91,Delivered,
ORD008355,CUST00113,REST0048,RIDER0719,2025-10-25 07:14:00,Deira (Dubai),232.5,WELCOME10,23.25,11.49,Delivered,
ORD008356,CUST03593,REST0200,RIDER0742,2025-11-05 03:23:00,Marina (Dubai),44.23,SAVE20,8.85,14.87,Delivered,
ORD008357,CUST00192,REST0101,RIDER0596,2025-12-18 12:26:00,JLT (Dubai),54.76,SAVE20,10.95,14.0,Delivered,
ORD008358,CUST04990,REST0015,RIDER0379,2025-12-08 19:38:00,Yas Island (Abu Dhabi),96.37,,,10.58,Delivered,
ORD008359,CUST04356,REST0199,RIDER0746,2025-10-27 18:02:00,JLT (Dubai),62.21,,,6.18,Delivered,
ORD008360,CUST01464,REST0113,RIDER0695,2025-12-14 20:09:00,Yas Island (Abu Dhabi),126.42,NEW50,63.21,12.88,Delivered,
ORD008361,CUST01269,REST0016,RIDER0373,2025-11-08 13:11:00,Corniche (Abu Dhabi),51.64,FREESHIP,5.16,10.66,Delivered,
ORD008362,CUST01874,REST0171,RIDER0084,2025-11-04 23:40:00,JLT (Dubai),133.23,FLASH30,39.97,10.82,Delivered,
ORD008363,CUST01755,REST0135,RIDER0106,2025-11-04 12:28:00,Al Reem (Abu Dhabi),52.81,WELCOME10,5.28,10.42,Delivered,
ORD008364,CUST01835,REST0043,RIDER0603,2025-10-20 19:07:00,Al Nahda (Sharjah),79.72,,,8.3,Delivered,
ORD008365,CUST01568,REST0028,RIDER0130,2025-10-04 12:09:00,Khalidiya (Abu Dhabi),166.94,,,6.17,Delivered,
ORD008366,CUST03072,REST0066,RIDER0465,2025-11-06 10:16:00,Al Rashidiya (Ajman),120.62,,,7.85,Delivered,
ORD008367,CUST00812,REST0098,RIDER0128,2025-10-05 12:08:00,Corniche (Abu Dhabi),41.0,,,12.99,Cancelled,Customer Request
ORD008368,CUST04226,REST0060,RIDER0406,2025-10-27 10:54:00,Al Rashidiya (Ajman),91.47,LOYALTY25,22.87,5.72,Delivered,
ORD008369,CUST04048,REST0128,RIDER0067,2025-12-15 08:41:00,Business Bay (Dubai),78.82,WELCOME10,7.88,11.59,Delivered,
ORD008370,CUST02357,REST0131,RIDER0311,2025-10-04 12:57:00,Al Nuaimiya (Ajman),56.27,SAVE20,11.25,8.18,Delivered,
ORD008371,CUST04260,REST0129,RIDER0260,2025-11-19 09:14:00,Al Nahda (Sharjah),78.38,SAVE20,15.68,8.22,Delivered,
ORD008372,CUST01215,REST0159,RIDER0703,2025-10-10 15:03:00,JBR (Dubai),318.45,,,10.23,Delivered,
ORD008373,CUST00093,REST0056,RIDER0050,2025-11-16 03:20:00,Khalidiya (Abu Dhabi),57.37,SAVE20,11.47,8.95,Delivered,
ORD008374,CUST03063,REST0084,RIDER0216,2025-12-06 13:06:00,Al Majaz (Sharjah),99.72,WELCOME10,9.97,13.3,Delivered,
ORD008375,CUST02252,REST0174,RIDER0555,2025-10-15 22:47:00,Corniche (Abu Dhabi),49.03,FREESHIP,4.9,13.76,Delivered,
ORD008376,CUST02804,REST0032,RIDER0645,2025-10-04 12:07:00,Al Rashidiya (Ajman),101.06,,20.21,13.04,Delivered,
ORD008377,CUST04502,REST0081,RIDER0498,2025-10-03 09:45:00,Business Bay (Dubai),45.13,NEW50,22.56,14.16,In Progress,
ORD008378,CUST04851,REST0018,RIDER0751,2025-12-26 12:19:00,Al Qasimia (Sharjah),53.5,SAVE20,10.7,10.23,Cancelled,Long Wait Time
ORD008379,CUST03138,REST0196,RIDER0213,2025-11-03 19:06:00,Al Majaz (Sharjah),115.45,,,8.39,Delivered,
ORD008380,CUST03801,REST0035,RIDER0757,2025-10-11 12:45:00,Downtown (Dubai),110.46,SAVE20,22.09,7.57,Delivered,
ORD008381,CUST00427,REST0104,RIDER0213,2025-11-23 12:05:00,Al Nuaimiya (Ajman),77.35,SAVE20,15.47,13.24,Delivered,
ORD008382,CUST00800,REST0100,RIDER0635,2025-11-14 19:08:00,JBR (Dubai),95.85,NEW50,47.92,7.72,In Progress,
ORD008383,CUST03644,REST0023,RIDER0643,2025-11-08 11:13:00,Khalidiya (Abu Dhabi),54.11,WELCOME10,5.41,11.95,Delivered,
ORD008384,CUST02125,REST0141,RIDER0344,2025-10-22 14:47:00,Al Nahda (Sharjah),65.66,WELCOME10,6.57,8.49,Delivered,
ORD008385,CUST02198,REST0142,RIDER0653,2025-11-05 06:35:00,Marina (Dubai),99.97,SAVE20,19.99,10.29,Delivered,
ORD008386,CUST01518,REST0165,RIDER0605,2025-12-07 09:51:00,JLT (Dubai),57.5,LOYALTY25,14.38,13.5,Cancelled,Customer Request
ORD008387,CUST02994,REST0005,RIDER0429,2025-12-23 10:28:00,Yas Island (Abu Dhabi),71.04,LOYALTY25,17.76,6.64,Delivered,
ORD008388,CUST00933,REST0150,RIDER0782,2025-10-23 14:02:00,JBR (Dubai),80.34,WEEKEND15,12.05,8.06,Delivered,
ORD008389,CUST03097,REST0028,RIDER0482,2025-10-21 19:44:00,Khalidiya (Abu Dhabi),159.38,WEEKEND15,23.91,5.75,In Progress,
ORD008390,CUST00865,REST0132,RIDER0731,2025-12-23 12:30:00,Business Bay (Dubai),46.4,WEEKEND15,6.96,8.6,Delivered,
ORD008391,CUST00325,REST0050,RIDER0552,2025-12-08 12:23:00,Yas Island (Abu Dhabi),166.11,WEEKEND15,24.92,11.98,Delivered,
ORD008392,CUST01633,REST0102,RIDER0220,2025-10-09 11:23:00,JLT (Dubai),75.09,FREESHIP,7.51,10.57,Delivered,
ORD008393,CUST01148,REST0029,RIDER0737,2025-11-21 12:47:00,JLT (Dubai),141.11,SAVE20,28.22,8.42,Delivered,
ORD008394,CUST04452,REST0037,RIDER0591,2025-10-27 13:35:00,Downtown (Dubai),98.11,WEEKEND15,14.72,9.38,Delivered,
ORD008395,CUST00274,REST0163,RIDER0328,2025-11-21 21:34:00,JBR (Dubai),89.58,WEEKEND15,13.44,7.29,Delivered,
ORD008396,CUST00885,REST0148,RIDER0550,2025-12-05 02:53:00,Khalidiya (Abu Dhabi),76.22,,,11.36,Delivered,
ORD008397,CUST02730,REST0163,RIDER0367,2025-10-27 17:24:00,JBR (Dubai),112.51,,,6.63,Delivered,
ORD008398,CUST02383,REST0130,RIDER0699,2025-11-17 20:55:00,Al Nahda (Sharjah),175.99,,,7.78,Delivered,
ORD008399,CUST00242,REST0116,RIDER0285,2025-11-13 13:38:00,Al Nuaimiya (Ajman),65.97,WEEKEND15,9.9,12.17,Delivered,
ORD008400,CUST00042,REST0058,RIDER0060,2025-10-10 17:54:00,JBR (Dubai),72.98,FLASH30,21.89,8.15,Delivered,
ORD008401,CUST04945,REST0146,RIDER0311,2025-11-05 16:20:00,Marina (Dubai),50.82,,,12.45,Delivered,
ORD008402,CUST03283,REST0106,RIDER0703,2025-12-22 12:14:00,Marina (Dubai),120.87,SAVE20,24.17,6.34,Delivered,
ORD008403,CUST01801,REST0056,RIDER0490,2025-10-20 09:33:00,Khalidiya (Abu Dhabi),62.33,WEEKEND15,9.35,12.07,Delivered,
ORD008404,CUST02323,REST0122,RIDER0283,2025-11-18 10:08:00,Al Majaz (Sharjah),98.54,FREESHIP,9.85,9.73,Delivered,
ORD008405,CUST01323,REST0192,RIDER0620,2025-12-20 06:02:00,Al Nuaimiya (Ajman),85.83,LOYALTY25,21.46,10.12,Delivered,
ORD008406,CUST01692,REST0103,RIDER0164,2025-10-29 19:56:00,Corniche (Abu Dhabi),116.83,FREESHIP,11.68,9.67,Delivered,
ORD008407,CUST03219,REST0123,RIDER0431,2025-10-04 15:09:00,Al Qasimia (Sharjah),31.46,FREESHIP,3.15,7.61,Delivered,
ORD008408,CUST04423,REST0180,RIDER0412,2025-10-19 19:49:00,Al Rashidiya (Ajman),73.37,,,11.43,Delivered,
ORD008409,CUST00929,REST0022,RIDER0050,2025-10-14 11:14:00,JLT (Dubai),98.05,,,8.16,Delivered,
ORD008410,CUST04192,REST0060,RIDER0437,2025-10-28 19:15:00,Al Rashidiya (Ajman),55.03,WEEKEND15,8.25,9.47,Delivered,
ORD008411,CUST00578,REST0138,RIDER0286,2025-11-10 12:12:00,Yas Island (Abu Dhabi),54.98,WELCOME10,5.5,7.81,Delivered,
ORD008412,CUST01076,REST0084,RIDER0533,2025-11-09 08:43:00,Al Majaz (Sharjah),76.98,FREESHIP,7.7,8.8,Cancelled,Restaurant Unavailable
ORD008413,CUST00198,REST0128,RIDER0623,2025-11-28 15:43:00,Business Bay (Dubai),39.01,,,5.03,In Progress,
ORD008414,CUST00706,REST0080,RIDER0539,2025-11-27 21:00:00,JLT (Dubai),192.27,,,10.02,Delivered,
ORD008415,CUST04591,REST0134,RIDER0785,2025-10-25 13:46:00,Al Nuaimiya (Ajman),89.95,FREESHIP,8.99,10.1,Delivered,
ORD008416,CUST02259,REST0081,RIDER0572,2025-10-23 15:57:00,Business Bay (Dubai),67.96,,,10.25,In Progress,
ORD008417,CUST00399,REST0006,RIDER0632,2025-11-21 14:54:00,Business Bay (Dubai),52.66,LOYALTY25,13.16,9.83,Delivered,
ORD008418,CUST04798,REST0086,RIDER0757,2025-12-30 14:32:00,Al Nuaimiya (Ajman),62.59,,,9.26,Cancelled,Payment Issue
ORD008419,CUST04404,REST0082,RIDER0646,2025-12-24 10:07:00,Al Majaz (Sharjah),59.39,LOYALTY25,14.85,11.65,Delivered,
ORD008420,CUST03750,REST0156,RIDER0540,2025-12-28 13:15:00,Khalidiya (Abu Dhabi),65.61,WELCOME10,6.56,7.02,Delivered,
ORD008421,CUST04668,REST0042,RIDER0649,2025-12-16 15:47:00,JLT (Dubai),42.92,WELCOME10,4.29,10.75,Delivered,
ORD008422,CUST01099,REST0074,RIDER0519,2025-12-22 19:34:00,Al Reem (Abu Dhabi),87.26,SAVE20,17.45,14.0,Delivered,
ORD008423,CUST04175,REST0041,RIDER0519,2025-12-16 09:50:00,Al Nuaimiya (Ajman),163.21,,,6.19,Delivered,
ORD008424,CUST03432,REST0063,RIDER0023,2025-11-08 16:59:00,Al Nahda (Sharjah),86.13,,,6.52,Cancelled,Rider Unavailable
ORD008425,CUST04344,REST0022,RIDER0436,2025-12-01 18:13:00,JLT (Dubai),67.43,LOYALTY25,16.86,13.66,Delivered,
ORD008426,CUST03969,REST0079,RIDER0229,2025-11-19 12:40:00,Al Nuaimiya (Ajman),161.85,,,14.07,Delivered,
ORD008427,CUST01701,REST0157,RIDER0621,2025-10-24 16:26:00,Yas Island (Abu Dhabi),57.59,,8.64,12.69,Delivered,
ORD008428,CUST03853,REST0071,RIDER0163,2025-10-05 18:43:00,Al Majaz (Sharjah),92.89,SAVE20,18.58,5.7,Delivered,
ORD008429,CUST01302,REST0114,RIDER0464,2025-12-16 14:47:00,Marina (Dubai),40.58,FREESHIP,4.06,6.04,Delivered,
ORD008430,CUST01623,REST0034,RIDER0386,2025-12-21 12:00:00,JLT (Dubai),77.98,SAVE20,15.6,13.74,Delivered,
ORD008431,CUST00524,REST0096,RIDER0339,2025-12-25 20:38:00,Corniche (Abu Dhabi),46.39,,,14.98,Delivered,
ORD008432,CUST04676,REST0130,RIDER0048,2025-11-07 23:49:00,Al Nahda (Sharjah),121.21,SAVE20,24.24,13.33,Delivered,
ORD008433,CUST01434,REST0154,RIDER0122,2025-10-07 10:42:00,Al Rashidiya (Ajman),57.03,,,14.39,Delivered,
ORD008434,CUST02572,REST0109,RIDER0168,2025-10-29 20:29:00,Downtown (Dubai),32.48,WELCOME10,3.25,14.22,Delivered,
ORD008435,CUST01921,REST0075,RIDER0669,2025-10-09 16:34:00,JLT (Dubai),39.56,,,7.73,Delivered,
ORD008436,CUST04800,REST0019,RIDER0288,2025-10-21 14:09:00,Al Nahda (Sharjah),70.63,WELCOME10,7.06,9.33,Delivered,
ORD008437,CUST01650,REST0125,RIDER0125,2025-10-17 21:30:00,Al Reem (Abu Dhabi),69.69,,,13.57,In Progress,
ORD008438,CUST03879,REST0020,RIDER0019,2025-10-14 21:11:00,Al Rashidiya (Ajman),37.09,,,9.14,Delivered,
ORD008439,CUST04272,REST0161,RIDER0372,2025-12-19 11:39:00,Al Nuaimiya (Ajman),89.23,,,8.15,Delivered,
ORD008440,CUST02143,REST0116,RIDER0262,2025-12-02 12:34:00,Al Nuaimiya (Ajman),49.97,,,5.78,In Progress,
ORD008441,CUST01861,REST0094,RIDER0364,2025-12-17 20:33:00,Al Nuaimiya (Ajman),33.73,FREESHIP,3.37,7.89,Delivered,
ORD008442,CUST03715,REST0082,RIDER0325,2025-12-06 14:38:00,Al Majaz (Sharjah),104.97,WEEKEND15,15.75,14.84,Delivered,
ORD008443,CUST04574,REST0096,RIDER0455,2025-11-23 11:31:00,Corniche (Abu Dhabi),53.53,,,14.29,Cancelled,Customer Request
ORD008444,CUST03751,REST0104,RIDER0511,2025-12-24 22:11:00,Al Nuaimiya (Ajman),76.33,SAVE20,15.27,13.43,Delivered,
ORD008445,CUST01124,REST0004,RIDER0093,2025-10-29 10:44:00,Corniche (Abu Dhabi),80.86,LOYALTY25,20.22,12.59,Delivered,
ORD008446,CUST04448,REST0160,RIDER0279,2025-10-19 17:27:00,Corniche (Abu Dhabi),105.52,FREESHIP,10.55,7.69,Delivered,
ORD008447,CUST01907,REST0147,RIDER0401,2025-10-08 13:18:00,Khalidiya (Abu Dhabi),154.85,,,7.59,Delivered,
ORD008448,CUST02845,REST0131,RIDER0800,2025-10-22 14:23:00,Al Nuaimiya (Ajman),51.53,WEEKEND15,7.73,9.97,Cancelled,Long Wait Time
ORD008449,CUST04146,REST0092,RIDER0507,2025-11-11 08:19:00,Al Majaz (Sharjah),86.62,FREESHIP,8.66,10.64,Delivered,
ORD008450,CUST00951,REST0061,RIDER0491,2025-11-09 11:21:00,Al Majaz (Sharjah),191.78,FLASH30,57.53,9.03,Delivered,
ORD008451,CUST03903,REST0038,RIDER0589,2025-12-13 09:10:00,Marina (Dubai),33.79,SAVE20,6.76,10.6,Delivered,
ORD008452,CUST02950,REST0118,RIDER0261,2025-10-11 19:27:00,Al Qasimia (Sharjah),56.47,FLASH30,16.94,9.79,Delivered,
ORD008453,CUST04470,REST0134,RIDER0285,2025-11-01 18:44:00,Al Nuaimiya (Ajman),48.89,,,11.17,Delivered,
ORD008454,CUST00852,REST0056,RIDER0300,2025-11-12 19:39:00,Khalidiya (Abu Dhabi),86.66,,,10.27,In Progress,
ORD008455,CUST02079,REST0168,RIDER0308,2025-12-17 18:19:00,JLT (Dubai),90.52,,,7.17,Delivered,
ORD008456,CUST04157,REST0121,RIDER0168,2025-12-09 08:04:00,Al Qasimia (Sharjah),105.56,NEW50,52.78,10.28,Delivered,
ORD008457,CUST00105,REST0081,RIDER0170,2025-11-29 22:50:00,Business Bay (Dubai),69.91,LOYALTY25,17.48,10.29,Delivered,
ORD008458,CUST00533,REST0106,RIDER0633,2025-11-08 10:51:00,Marina (Dubai),122.02,FREESHIP,12.2,5.63,Delivered,
ORD008459,CUST04956,REST0120,RIDER0713,2025-11-13 12:57:00,JBR (Dubai),33.56,LOYALTY25,8.39,7.61,Delivered,
ORD008460,CUST01382,REST0069,RIDER0013,2025-10-03 18:39:00,Marina (Dubai),256.91,NEW50,128.46,11.0,Delivered,
ORD008461,CUST04880,REST0083,RIDER0015,2025-10-07 09:06:00,Marina (Dubai),156.57,SAVE20,31.31,9.2,Delivered,
ORD008462,CUST00921,REST0042,RIDER0567,2025-12-17 09:21:00,JLT (Dubai),56.41,,,13.02,Cancelled,Restaurant Unavailable
ORD008463,CUST01775,REST0099,RIDER0599,2025-10-30 20:36:00,Al Reem (Abu Dhabi),41.59,SAVE20,8.32,5.62,Delivered,
ORD008464,CUST03741,REST0130,RIDER0494,2025-12-18 12:40:00,Al Nahda (Sharjah),179.32,SAVE20,35.86,6.27,Delivered,
ORD008465,CUST03277,REST0028,RIDER0353,2025-10-31 18:28:00,Khalidiya (Abu Dhabi),256.18,WELCOME10,25.62,14.82,Delivered,
ORD008466,CUST02872,REST0117,RIDER0261,2025-12-29 20:11:00,JLT (Dubai),129.44,FREESHIP,12.94,11.29,Delivered,
ORD008467,CUST02626,REST0145,RIDER0596,2025-11-10 22:28:00,Al Qasimia (Sharjah),103.08,FREESHIP,10.31,11.06,Delivered,
ORD008468,CUST04213,REST0070,RIDER0721,2025-11-07 10:35:00,Marina (Dubai),62.97,FLASH30,18.89,12.67,Delivered,
ORD008469,CUST01162,REST0107,RIDER0082,2025-10-08 08:34:00,Downtown (Dubai),47.56,WEEKEND15,7.13,8.23,Delivered,
ORD008470,CUST02184,REST0123,RIDER0481,2025-11-20 19:42:00,Al Qasimia (Sharjah),59.46,,,11.57,Delivered,
ORD008471,CUST00774,REST0069,RIDER0330,2025-10-19 10:21:00,Marina (Dubai),253.62,WELCOME10,25.36,9.55,Delivered,
ORD008472,CUST02948,REST0039,RIDER0789,2025-10-09 16:17:00,Al Qasimia (Sharjah),36.88,WELCOME10,3.69,8.62,Delivered,
ORD008473,CUST01231,REST0135,RIDER0327,2025-12-11 15:56:00,Al Reem (Abu Dhabi),48.69,SAVE20,9.74,6.71,In Progress,
ORD008474,CUST01644,REST0160,RIDER0015,2025-11-25 16:21:00,Corniche (Abu Dhabi),82.0,WELCOME10,8.2,5.84,Delivered,
ORD008475,CUST02326,REST0004,RIDER0675,2025-11-18 17:18:00,Corniche (Abu Dhabi),56.87,SAVE20,11.37,5.16,Delivered,
ORD008476,CUST00141,REST0149,RIDER0666,2025-12-14 20:33:00,Al Rashidiya (Ajman),86.21,,,8.02,Delivered,
ORD008477,CUST00466,REST0160,RIDER0435,2025-11-28 11:08:00,Corniche (Abu Dhabi),51.68,,,5.17,Cancelled,Restaurant Unavailable
ORD008478,CUST03408,REST0082,RIDER0209,2025-10-17 16:09:00,Al Majaz (Sharjah),97.66,FLASH30,29.3,7.74,Delivered,
ORD008479,CUST02114,REST0097,RIDER0465,2025-10-26 12:18:00,Downtown (Dubai),188.16,FLASH30,56.45,11.25,Delivered,
ORD008480,CUST04322,REST0142,RIDER0121,2025-10-30 12:37:00,Marina (Dubai),114.89,NEW50,57.44,6.54,Delivered,
ORD008481,CUST03445,REST0070,RIDER0434,2025-10-09 02:08:00,Marina (Dubai),76.8,,,9.51,Delivered,
ORD008482,CUST00046,REST0046,RIDER0485,2025-12-24 17:50:00,Al Nuaimiya (Ajman),158.87,,,6.47,Delivered,
ORD008483,CUST03047,REST0148,RIDER0008,2025-11-25 22:27:00,Khalidiya (Abu Dhabi),76.29,FREESHIP,7.63,8.62,Delivered,
ORD008484,CUST00472,REST0186,RIDER0093,2025-11-22 19:29:00,Khalidiya (Abu Dhabi),36.59,WEEKEND15,5.49,13.67,Delivered,
ORD008485,CUST03887,REST0099,RIDER0719,2025-12-17 11:24:00,Al Reem (Abu Dhabi),60.08,,,11.88,Cancelled,Rider Unavailable
ORD008486,CUST04961,REST0080,RIDER0539,2025-10-27 18:17:00,JLT (Dubai),170.0,SAVE20,34.0,12.39,Cancelled,Payment Issue
ORD008487,CUST02631,REST0048,RIDER0395,2025-10-26 11:51:00,Deira (Dubai),308.61,,,9.76,Delivered,
ORD008488,CUST03403,REST0007,RIDER0345,2025-12-13 19:25:00,Downtown (Dubai),46.42,,,14.12,Cancelled,Restaurant Unavailable
ORD008489,CUST01173,REST0040,RIDER0562,2025-10-27 20:18:00,Al Reem (Abu Dhabi),236.95,WEEKEND15,35.54,6.48,Delivered,
ORD008490,CUST02154,REST0059,RIDER0575,2025-12-16 12:54:00,Khalidiya (Abu Dhabi),200.71,LOYALTY25,50.18,6.2,Delivered,
ORD008491,CUST04275,REST0036,RIDER0735,2025-12-30 00:26:00,Business Bay (Dubai),85.37,WEEKEND15,12.81,8.18,In Progress,
ORD008492,CUST00829,REST0172,RIDER0703,2025-11-17 12:35:00,Business Bay (Dubai),137.95,SAVE20,27.59,5.99,Delivered,
ORD008493,CUST01314,REST0108,RIDER0498,2025-12-26 10:03:00,Al Nuaimiya (Ajman),72.48,SAVE20,14.5,8.02,Delivered,
ORD008494,CUST02194,REST0031,RIDER0315,2025-10-02 17:48:00,Al Majaz (Sharjah),178.01,FREESHIP,17.8,10.67,Delivered,
ORD008495,CUST03527,REST0170,RIDER0311,2025-12-04 11:25:00,JLT (Dubai),49.75,WEEKEND15,7.46,9.04,Delivered,
ORD008496,CUST01853,REST0044,RIDER0082,2025-10-13 04:44:00,Al Nuaimiya (Ajman),110.13,,,9.37,Delivered,
ORD008497,CUST04641,REST0171,RIDER0050,2025-10-25 15:02:00,JLT (Dubai),181.36,FREESHIP,18.14,6.62,Cancelled,Address Issue
ORD008498,CUST00475,REST0043,RIDER0585,2025-10-31 20:52:00,Al Nahda (Sharjah),77.73,FLASH30,23.32,9.45,Cancelled,Long Wait Time
ORD008499,CUST01831,REST0175,RIDER0748,2025-10-15 14:52:00,Al Reem (Abu Dhabi),123.72,WELCOME10,12.37,14.21,In Progress,
ORD008500,CUST03508,REST0134,RIDER0507,2025-10-24 12:35:00,Al Nuaimiya (Ajman),82.58,WEEKEND15,12.39,5.63,Delivered,
ORD008501,CUST01122,REST0093,RIDER0635,2025-10-03 09:06:00,Al Majaz (Sharjah),102.86,WEEKEND15,15.43,11.82,Cancelled,Rider Unavailable
ORD008502,CUST03270,REST0194,RIDER0449,2025-10-04 12:09:00,Deira (Dubai),118.95,LOYALTY25,29.74,11.34,Delivered,
ORD008503,CUST00812,REST0086,RIDER0106,2025-10-07 12:44:00,Al Nuaimiya (Ajman),84.79,WEEKEND15,12.72,13.05,In Progress,
ORD008504,CUST00279,REST0009,RIDER0357,2025-12-23 23:57:00,Al Reem (Abu Dhabi),98.93,,,11.03,Delivered,
ORD008505,CUST00576,REST0011,RIDER0519,2025-10-22 03:03:00,Yas Island (Abu Dhabi),306.67,,,8.97,Delivered,
ORD008506,CUST04649,REST0080,RIDER0667,2025-10-21 11:06:00,JLT (Dubai),121.9,,,12.92,Delivered,
ORD008507,CUST02737,REST0109,RIDER0611,2025-10-22 06:21:00,Downtown (Dubai),74.24,WEEKEND15,11.14,8.59,Delivered,
