event_id,order_id,restaurant_confirmed_time,food_ready_time,rider_picked_up_time,delivered_time,expected_delivery_time,is_on_time
EVT008253,ORD008253,2025-11-18 13:55:00,2025-11-18 14:28:00,2025-11-18 14:41:00,2025-11-18 14:53:00,2025-11-18 14:39:00,False
EVT008254,ORD008254,2025-12-27 13:34:00,2025-12-27 14:29:00,2025-12-27 14:39:00,2025-12-27 14:58:00,2025-12-27 14:15:00,False
EVT008255,ORD008255,2025-12-14 11:34:00,2025-12-14 12:14:00,2025-12-14 12:21:00,,2025-12-14 12:15:00,
EVT008256,ORD008256,2025-12-29 17:00:00,2025-12-29 17:55:00,2025-12-29 18:04:00,2025-12-29 18:35:00,2025-12-29 17:44:00,False
EVT008257,ORD008257,2025-10-23 09:51:00,2025-10-23 10:12:00,2025-10-23 10:21:00,,2025-10-23 10:35:00,
EVT008258,ORD008258,2025-10-24 18:43:00,2025-10-24 19:21:00,2025-10-24 19:35:00,2025-10-24 19:57:00,2025-10-24 19:24:00,False
EVT008259,ORD008259,2025-11-15 16:09:00,2025-11-15 16:39:00,2025-11-15 16:59:00,2025-11-15 17:38:00,2025-11-15 16:51:00,False
EVT008260,ORD008260,2025-12-19 20:29:00,2025-12-19 21:08:00,2025-12-19 21:16:00,2025-12-19 21:39:00,2025-12-19 21:09:00,False
EVT008261,ORD008261,2025-11-22 21:16:00,2025-11-22 21:43:00,2025-11-22 22:15:00,2025-11-22 23:03:00,2025-11-22 21:57:00,False
EVT008262,ORD008262,2025-12-11 21:09:00,2025-12-11 22:16:00,2025-12-11 22:30:00,2025-12-11 22:58:00,2025-12-11 21:49:00,False
EVT008263,ORD008263,2025-11-16 17:54:00,2025-11-16 18:09:00,2025-11-16 18:53:00,2025-11-16 19:22:00,2025-11-16 18:36:00,False
EVT008264,ORD008264,2025-11-08 12:21:00,2025-11-08 12:39:00,2025-11-08 12:54:00,2025-11-08 13:14:00,2025-11-08 13:02:00,False
EVT008265,ORD008265,2025-11-10 12:11:00,2025-11-10 12:31:00,2025-11-10 12:36:00,2025-11-10 13:01:00,2025-11-10 12:51:00,False
EVT008266,ORD008266,2025-10-16 18:39:00,2025-10-16 19:15:00,2025-10-16 19:20:00,2025-10-16 19:32:00,2025-10-16 19:22:00,False
EVT008267,ORD008267,2025-12-09 18:58:00,2025-12-09 19:09:00,2025-12-09 19:26:00,,2025-12-09 19:38:00,
EVT008268,ORD008268,2025-10-13 09:45:00,2025-10-13 10:15:00,2025-10-13 10:28:00,2025-10-13 10:52:00,2025-10-13 10:26:00,False
EVT008269,ORD008269,2025-12-17 23:18:00,2025-12-17 23:27:00,2025-12-17 23:47:00,,2025-12-17 23:59:00,
EVT008270,ORD008270,2025-12-07 08:56:00,2025-12-07 09:28:00,2025-12-07 09:50:00,2025-12-07 10:10:00,2025-12-07 09:40:00,False
EVT008271,ORD008271,2025-11-27 17:52:00,2025-11-27 18:11:00,2025-11-27 18:29:00,2025-11-27 18:50:00,2025-11-27 18:33:00,False
EVT008272,ORD008272,2025-10-20 15:48:00,2025-10-20 16:18:00,2025-10-20 16:56:00,2025-10-20 17:23:00,2025-10-20 16:29:00,False
EVT008273,ORD008273,2025-12-30 17:37:00,2025-12-30 18:12:00,2025-12-30 18:47:00,2025-12-30 19:10:00,2025-12-30 18:17:00,False
EVT008274,ORD008274,2025-10-31 15:53:00,2025-10-31 16:35:00,2025-10-31 16:54:00,2025-10-31 17:34:00,2025-10-31 16:36:00,False
EVT008275,ORD008275,2025-12-19 06:32:00,2025-12-19 07:15:00,2025-12-19 07:58:00,2025-12-19 08:12:00,2025-12-19 07:15:00,False
EVT008276,ORD008276,2025-10-20 00:00:00,2025-10-20 00:23:00,2025-10-20 00:43:00,2025-10-20 01:18:00,2025-10-20 00:40:00,False
EVT008277,ORD008277,2025-12-03 22:53:00,2025-12-03 23:03:00,2025-12-03 23:11:00,2025-12-03 23:23:00,2025-12-03 23:37:00,True
EVT008278,ORD008278,2025-10-08 15:11:00,2025-10-08 16:06:00,2025-10-08 16:26:00,2025-10-08 16:46:00,2025-10-08 15:53:00,False
EVT008279,ORD008279,2025-11-30 10:19:00,2025-11-30 10:53:00,2025-11-30 11:03:00,2025-11-30 11:15:00,2025-11-30 11:03:00,False
EVT008280,ORD008280,2025-12-18 11:03:00,2025-12-18 11:35:00,2025-12-18 11:54:00,2025-12-18 12:07:00,2025-12-18 11:44:00,False
EVT008281,ORD008281,2025-12-28 06:09:00,2025-12-28 06:28:00,2025-12-28 06:40:00,2025-12-28 07:15:00,2025-12-28 06:50:00,False
EVT008282,ORD008282,2025-12-03 17:57:00,2025-12-03 18:25:00,2025-12-03 18:41:00,2025-12-03 18:53:00,2025-12-03 18:38:00,False
EVT008283,ORD008283,2025-11-27 14:38:00,2025-11-27 14:59:00,2025-11-27 15:15:00,2025-11-27 15:54:00,2025-11-27 15:20:00,False
EVT008284,ORD008284,2025-12-28 13:35:00,2025-12-28 14:35:00,2025-12-28 14:51:00,,2025-12-28 14:16:00,
EVT008285,ORD008285,2025-12-15 15:29:00,2025-12-15 15:42:00,2025-12-15 15:47:00,2025-12-15 15:59:00,2025-12-15 16:12:00,True
EVT008286,ORD008286,2025-11-09 21:01:00,2025-11-09 21:25:00,2025-11-09 21:37:00,2025-11-09 22:16:00,2025-11-09 21:43:00,False
EVT008287,ORD008287,2025-11-13 06:53:00,2025-11-13 07:06:00,2025-11-13 07:13:00,2025-11-13 07:30:00,2025-11-13 07:34:00,True
EVT008288,ORD008288,2025-11-26 16:42:00,2025-11-26 17:04:00,2025-11-26 17:47:00,,2025-11-26 17:22:00,
EVT008289,ORD008289,2025-10-11 18:12:00,2025-10-11 18:32:00,2025-10-11 18:47:00,2025-10-11 19:10:00,2025-10-11 18:54:00,False
EVT008290,ORD008290,2025-10-21 22:36:00,2025-10-21 23:15:00,2025-10-21 23:27:00,2025-10-21 23:46:00,2025-10-21 23:19:00,False
EVT008291,ORD008291,2025-12-04 19:48:00,2025-12-04 20:15:00,2025-12-04 20:21:00,2025-12-04 20:42:00,2025-12-04 20:30:00,False
EVT008292,ORD008292,2025-11-09 16:24:00,2025-11-09 16:48:00,2025-11-09 17:02:00,,2025-11-09 17:08:00,
EVT008293,ORD008293,2025-12-26 19:35:00,2025-12-26 19:56:00,2025-12-26 20:12:00,2025-12-26 20:35:00,2025-12-26 20:18:00,False
EVT008294,ORD008294,2025-10-29 23:55:00,2025-10-30 00:20:00,2025-10-30 00:26:00,2025-10-30 00:38:00,2025-10-30 00:35:00,False
EVT008295,ORD008295,2025-10-31 20:13:00,2025-10-31 20:51:00,2025-10-31 21:26:00,2025-10-31 21:51:00,2025-10-31 20:53:00,False
EVT008296,ORD008296,2025-11-28 07:29:00,2025-11-28 08:03:00,2025-11-28 08:14:00,2025-11-28 08:38:00,2025-11-28 08:11:00,False
EVT008297,ORD008297,2025-12-10 16:34:00,2025-12-10 16:50:00,2025-12-10 17:09:00,2025-12-10 17:27:00,2025-12-10 17:18:00,False
EVT008298,ORD008298,2025-12-02 19:16:00,2025-12-02 19:50:00,2025-12-02 20:24:00,2025-12-02 20:49:00,2025-12-02 19:59:00,False
EVT008299,ORD008299,2025-10-02 18:27:00,2025-10-02 18:56:00,2025-10-02 19:12:00,2025-10-02 19:42:00,2025-10-02 19:11:00,False
EVT008300,ORD008300,2025-12-08 13:30:00,2025-12-08 13:53:00,2025-12-08 14:04:00,2025-12-08 14:38:00,2025-12-08 14:11:00,False
EVT008301,ORD008301,2025-10-26 12:33:00,2025-10-26 12:54:00,2025-10-26 12:59:00,2025-10-26 13:18:00,2025-10-26 13:16:00,False
EVT008302,ORD008302,2025-11-09 17:45:00,2025-11-09 18:04:00,2025-11-09 18:11:00,2025-11-09 18:51:00,2025-11-09 18:29:00,False
EVT008303,ORD008303,2025-10-12 13:28:00,2025-10-12 13:48:00,2025-10-12 14:03:00,2025-10-12 14:38:00,2025-10-12 14:11:00,False
EVT008304,ORD008304,2025-11-29 12:27:00,2025-11-29 12:43:00,2025-11-29 12:55:00,2025-11-29 13:22:00,2025-11-29 13:10:00,False
EVT008305,ORD008305,2025-11-07 20:47:00,2025-11-07 21:17:00,2025-11-07 22:00:00,2025-11-07 22:32:00,2025-11-07 21:28:00,False
EVT008306,ORD008306,2025-12-16 12:21:00,2025-12-16 12:46:00,2025-12-16 13:06:00,2025-12-16 13:45:00,2025-12-16 13:01:00,False
EVT008307,ORD008307,2025-10-30 17:18:00,2025-10-30 17:36:00,2025-10-30 17:55:00,2025-10-30 18:06:00,2025-10-30 18:00:00,False
EVT008308,ORD008308,2025-12-22 20:37:00,2025-12-22 21:16:00,2025-12-22 21:32:00,2025-12-22 22:19:00,2025-12-22 21:19:00,False
EVT008309,ORD008309,2025-10-10 17:29:00,2025-10-10 18:27:00,2025-10-10 18:46:00,2025-10-10 19:19:00,2025-10-10 18:10:00,False
EVT008310,ORD008310,2025-11-16 15:40:00,2025-11-16 16:14:00,2025-11-16 16:42:00,2025-11-16 17:23:00,2025-11-16 16:22:00,False
EVT008311,ORD008311,2025-12-16 03:59:00,2025-12-16 04:10:00,2025-12-16 04:29:00,2025-12-16 04:42:00,2025-12-16 04:40:00,False
EVT008312,ORD008312,2025-10-10 18:32:00,2025-10-10 19:00:00,2025-10-10 19:18:00,,2025-10-10 19:14:00,
EVT008313,ORD008313,2025-12-05 23:42:00,2025-12-06 00:10:00,2025-12-06 00:22:00,,2025-12-06 00:26:00,
EVT008314,ORD008314,2025-12-11 19:38:00,2025-12-11 20:18:00,2025-12-11 20:36:00,,2025-12-11 20:21:00,
EVT008315,ORD008315,2025-11-12 17:14:00,2025-11-12 17:52:00,2025-11-12 18:01:00,2025-11-12 18:17:00,2025-11-12 17:58:00,False
EVT008316,ORD008316,2025-11-04 14:20:00,2025-11-04 14:38:00,2025-11-04 14:58:00,,2025-11-04 15:02:00,
EVT008317,ORD008317,2025-10-29 10:32:00,2025-10-29 10:51:00,2025-10-29 10:58:00,2025-10-29 11:16:00,2025-10-29 11:12:00,False
EVT008318,ORD008318,2025-12-30 18:44:00,2025-12-30 19:03:00,2025-12-30 19:40:00,2025-12-30 19:51:00,2025-12-30 19:24:00,False
EVT008319,ORD008319,2025-12-01 09:16:00,2025-12-01 10:25:00,2025-12-01 10:42:00,2025-12-01 11:11:00,2025-12-01 10:00:00,False
EVT008320,ORD008320,2025-11-10 20:03:00,2025-11-10 20:37:00,2025-11-10 20:52:00,2025-11-10 21:03:00,2025-11-10 20:46:00,False
EVT008321,ORD008321,2025-11-24 12:23:00,2025-11-24 12:36:00,2025-11-24 12:56:00,2025-11-24 13:27:00,2025-11-24 13:04:00,False
EVT008322,ORD008322,2025-11-29 13:30:00,2025-11-29 13:55:00,2025-11-29 14:06:00,2025-11-29 14:35:00,2025-11-29 14:14:00,False
EVT008323,ORD008323,2025-12-18 10:13:00,2025-12-18 10:46:00,2025-12-18 10:58:00,2025-12-18 11:44:00,2025-12-18 10:53:00,False
EVT008324,ORD008324,2025-11-15 14:58:00,2025-11-15 15:48:00,2025-11-15 16:00:00,2025-11-15 16:17:00,2025-11-15 15:39:00,False
EVT008325,ORD008325,2025-12-20 18:52:00,2025-12-20 19:18:00,2025-12-20 19:35:00,2025-12-20 20:15:00,2025-12-20 19:35:00,False
EVT008326,ORD008326,2025-11-09 11:02:00,2025-11-09 11:22:00,2025-11-09 11:32:00,,2025-11-09 11:45:00,
EVT008327,ORD008327,2025-11-12 18:27:00,2025-11-12 18:53:00,2025-11-12 19:09:00,2025-11-12 19:49:00,2025-11-12 19:11:00,False
EVT008328,ORD008328,2025-10-12 17:57:00,2025-10-12 18:56:00,2025-10-12 19:13:00,2025-10-12 19:46:00,2025-10-12 18:38:00,False
EVT008329,ORD008329,2025-12-15 12:11:00,2025-12-15 12:47:00,2025-12-15 13:17:00,2025-12-15 13:57:00,2025-12-15 12:53:00,False
EVT008330,ORD008330,2025-11-08 12:22:00,2025-11-08 13:08:00,2025-11-08 13:28:00,2025-11-08 14:03:00,2025-11-08 13:04:00,False
EVT008331,ORD008331,2025-11-27 20:28:00,2025-11-27 21:06:00,2025-11-27 21:12:00,2025-11-27 21:22:00,2025-11-27 21:11:00,False
EVT008332,ORD008332,2025-10-13 01:42:00,2025-10-13 02:17:00,2025-10-13 02:28:00,2025-10-13 02:49:00,2025-10-13 02:23:00,False
EVT008333,ORD008333,2025-11-12 18:36:00,2025-11-12 19:05:00,2025-11-12 19:11:00,2025-11-12 19:25:00,2025-11-12 19:19:00,False
EVT008334,ORD008334,2025-12-03 13:35:00,2025-12-03 13:58:00,2025-12-03 14:18:00,2025-12-03 14:38:00,2025-12-03 14:17:00,False
EVT008335,ORD008335,2025-10-10 18:14:00,2025-10-10 18:49:00,2025-10-10 18:55:00,2025-10-10 19:23:00,2025-10-10 18:57:00,False
EVT008336,ORD008336,2025-10-23 15:16:00,2025-10-23 15:49:00,2025-10-23 16:13:00,2025-10-23 16:50:00,2025-10-23 15:58:00,False
EVT008337,ORD008337,2025-11-08 07:54:00,2025-11-08 08:12:00,2025-11-08 08:26:00,2025-11-08 09:06:00,2025-11-08 08:37:00,False
EVT008338,ORD008338,2025-12-13 22:05:00,2025-12-13 22:45:00,2025-12-13 22:57:00,2025-12-13 23:32:00,2025-12-13 22:45:00,False
EVT008339,ORD008339,2025-11-27 07:51:00,2025-11-27 08:16:00,2025-11-27 08:21:00,,2025-11-27 08:34:00,
EVT008340,ORD008340,2025-12-07 09:11:00,2025-12-07 09:40:00,2025-12-07 10:00:00,2025-12-07 10:15:00,2025-12-07 09:51:00,False
EVT008341,ORD008341,2025-10-31 13:49:00,2025-10-31 13:54:00,2025-10-31 14:03:00,,2025-10-31 14:31:00,
EVT008342,ORD008342,2025-10-27 21:36:00,2025-10-27 22:20:00,2025-10-27 22:50:00,2025-10-27 23:23:00,2025-10-27 22:17:00,False
EVT008343,ORD008343,2025-12-12 11:57:00,2025-12-12 12:31:00,2025-12-12 12:37:00,2025-12-12 13:06:00,2025-12-12 12:38:00,False
EVT008344,ORD008344,2025-11-24 16:39:00,2025-11-24 17:15:00,2025-11-24 17:34:00,2025-11-24 17:47:00,2025-11-24 17:23:00,False
EVT008345,ORD008345,2025-11-02 15:54:00,2025-11-02 16:18:00,2025-11-02 16:41:00,2025-11-02 17:16:00,2025-11-02 16:36:00,False
EVT008346,ORD008346,2025-10-23 12:54:00,2025-10-23 13:22:00,2025-10-23 13:38:00,2025-10-23 13:48:00,2025-10-23 13:36:00,False
EVT008347,ORD008347,2025-10-09 18:38:00,2025-10-09 19:04:00,2025-10-09 19:27:00,,2025-10-09 19:18:00,
EVT008348,ORD008348,2025-12-06 15:46:00,2025-12-06 15:52:00,2025-12-06 15:58:00,,2025-12-06 16:30:00,
EVT008349,ORD008349,2025-10-15 16:56:00,2025-10-15 17:44:00,2025-10-15 18:19:00,2025-10-15 18:37:00,2025-10-15 17:37:00,False
EVT008350,ORD008350,2025-10-06 10:31:00,2025-10-06 11:15:00,2025-10-06 11:24:00,2025-10-06 11:37:00,2025-10-06 11:12:00,False
EVT008351,ORD008351,2025-10-14 21:09:00,2025-10-14 21:59:00,2025-10-14 22:10:00,2025-10-14 22:36:00,2025-10-14 21:51:00,False
EVT008352,ORD008352,2025-12-27 08:47:00,2025-12-27 09:32:00,2025-12-27 09:52:00,2025-12-27 10:33:00,2025-12-27 09:30:00,False
EVT008353,ORD008353,2025-12-17 18:56:00,2025-12-17 19:03:00,2025-12-17 19:23:00,2025-12-17 19:36:00,2025-12-17 19:36:00,True
EVT008354,ORD008354,2025-12-23 20:25:00,2025-12-23 20:59:00,2025-12-23 21:19:00,2025-12-23 21:31:00,2025-12-23 21:08:00,False
EVT008355,ORD008355,2025-10-25 07:16:00,2025-10-25 08:08:00,2025-10-25 08:22:00,2025-10-25 08:37:00,2025-10-25 07:59:00,False
EVT008356,ORD008356,2025-11-05 03:26:00,2025-11-05 03:39:00,2025-11-05 03:46:00,2025-11-05 04:19:00,2025-11-05 04:08:00,False
EVT008357,ORD008357,2025-12-18 12:28:00,2025-12-18 13:07:00,2025-12-18 13:16:00,2025-12-18 13:37:00,2025-12-18 13:11:00,False
EVT008358,ORD008358,2025-12-08 19:39:00,2025-12-08 20:02:00,2025-12-08 20:15:00,2025-12-08 20:44:00,2025-12-08 20:23:00,False
EVT008359,ORD008359,2025-10-27 18:03:00,2025-10-27 18:34:00,2025-10-27 18:46:00,2025-10-27 19:06:00,2025-10-27 18:47:00,False
EVT008360,ORD008360,2025-12-14 20:14:00,2025-12-14 20:49:00,2025-12-14 21:00:00,2025-12-14 21:35:00,2025-12-14 20:54:00,False
EVT008361,ORD008361,2025-11-08 13:12:00,2025-11-08 13:45:00,2025-11-08 13:58:00,2025-11-08 14:22:00,2025-11-08 13:56:00,False
EVT008362,ORD008362,2025-11-04 23:41:00,2025-11-05 00:16:00,2025-11-05 00:51:00,2025-11-05 01:21:00,2025-11-05 00:25:00,False
EVT008363,ORD008363,2025-11-04 12:31:00,2025-11-04 12:57:00,2025-11-04 13:14:00,2025-11-04 13:42:00,2025-11-04 13:13:00,False
EVT008364,ORD008364,2025-10-20 19:12:00,2025-10-20 19:34:00,2025-10-20 19:47:00,2025-10-20 20:24:00,2025-10-20 19:52:00,False
EVT008365,ORD008365,2025-10-04 12:11:00,2025-10-04 13:12:00,2025-10-04 13:41:00,2025-10-04 14:15:00,2025-10-04 12:54:00,False
EVT008366,ORD008366,2025-11-06 10:21:00,2025-11-06 11:10:00,2025-11-06 11:15:00,2025-11-06 11:28:00,2025-11-06 11:01:00,False
EVT008367,ORD008367,2025-10-05 12:12:00,2025-10-05 12:19:00,2025-10-05 12:43:00,,2025-10-05 12:53:00,
EVT008368,ORD008368,2025-10-27 10:55:00,2025-10-27 11:37:00,2025-10-27 11:48:00,2025-10-27 12:02:00,2025-10-27 11:39:00,False
EVT008369,ORD008369,2025-12-15 08:42:00,2025-12-15 09:07:00,2025-12-15 09:23:00,2025-12-15 09:45:00,2025-12-15 09:26:00,False
EVT008370,ORD008370,2025-10-04 13:01:00,2025-10-04 13:06:00,2025-10-04 13:22:00,2025-10-04 13:45:00,2025-10-04 13:42:00,False
EVT008371,ORD008371,2025-11-19 09:17:00,2025-11-19 09:57:00,2025-11-19 10:03:00,2025-11-19 10:38:00,2025-11-19 09:59:00,False
EVT008372,ORD008372,2025-10-10 15:08:00,2025-10-10 15:57:00,2025-10-10 16:13:00,2025-10-10 16:42:00,2025-10-10 15:48:00,False
EVT008373,ORD008373,2025-11-16 03:25:00,2025-11-16 04:00:00,2025-11-16 04:14:00,2025-11-16 04:41:00,2025-11-16 04:05:00,False
EVT008374,ORD008374,2025-12-06 13:10:00,2025-12-06 13:57:00,2025-12-06 14:33:00,2025-12-06 14:43:00,2025-12-06 13:51:00,False
EVT008375,ORD008375,2025-10-15 22:51:00,2025-10-15 23:02:00,2025-10-15 23:15:00,2025-10-15 23:53:00,2025-10-15 23:32:00,False
EVT008376,ORD008376,2025-10-04 12:09:00,2025-10-04 12:30:00,2025-10-04 12:49:00,2025-10-04 13:29:00,2025-10-04 12:52:00,False
EVT008377,ORD008377,2025-10-03 09:48:00,2025-10-03 10:07:00,2025-10-03 10:16:00,,2025-10-03 10:30:00,
EVT008378,ORD008378,2025-12-26 12:24:00,2025-12-26 12:53:00,2025-12-26 13:03:00,,2025-12-26 13:04:00,
EVT008379,ORD008379,2025-11-03 19:10:00,2025-11-03 19:43:00,2025-11-03 19:58:00,2025-11-03 20:42:00,2025-11-03 19:51:00,False
EVT008380,ORD008380,2025-10-11 12:48:00,2025-10-11 13:24:00,2025-10-11 13:49:00,2025-10-11 14:38:00,2025-10-11 13:30:00,False
EVT008381,ORD008381,2025-11-23 12:07:00,2025-11-23 12:28:00,2025-11-23 12:44:00,2025-11-23 13:22:00,2025-11-23 12:50:00,False
EVT008382,ORD008382,2025-11-14 19:10:00,2025-11-14 19:43:00,2025-11-14 19:53:00,,2025-11-14 19:53:00,
EVT008383,ORD008383,2025-11-08 11:16:00,2025-11-08 11:25:00,2025-11-08 11:38:00,2025-11-08 11:57:00,2025-11-08 11:58:00,True
EVT008384,ORD008384,2025-10-22 14:50:00,2025-10-22 14:59:00,2025-10-22 15:17:00,2025-10-22 15:47:00,2025-10-22 15:32:00,False
EVT008385,ORD008385,2025-11-05 06:39:00,2025-11-05 07:08:00,2025-11-05 07:15:00,2025-11-05 07:39:00,2025-11-05 07:20:00,False
EVT008386,ORD008386,2025-12-07 09:55:00,2025-12-07 10:09:00,2025-12-07 10:34:00,,2025-12-07 10:36:00,
EVT008387,ORD008387,2025-12-23 10:33:00,2025-12-23 10:55:00,2025-12-23 11:10:00,2025-12-23 11:29:00,2025-12-23 11:13:00,False
EVT008388,ORD008388,2025-10-23 14:03:00,2025-10-23 14:38:00,2025-10-23 14:44:00,2025-10-23 15:00:00,2025-10-23 14:47:00,False
EVT008389,ORD008389,2025-10-21 19:48:00,2025-10-21 20:54:00,2025-10-21 21:13:00,,2025-10-21 20:29:00,
EVT008390,ORD008390,2025-12-23 12:32:00,2025-12-23 12:52:00,2025-12-23 13:10:00,2025-12-23 14:03:00,2025-12-23 13:15:00,False
EVT008391,ORD008391,2025-12-08 12:25:00,2025-12-08 13:08:00,2025-12-08 13:13:00,2025-12-08 13:50:00,2025-12-08 13:08:00,False
EVT008392,ORD008392,2025-10-09 11:25:00,2025-10-09 11:56:00,2025-10-09 12:24:00,2025-10-09 12:51:00,2025-10-09 12:08:00,False
EVT008393,ORD008393,2025-11-21 12:50:00,2025-11-21 13:29:00,2025-11-21 13:47:00,2025-11-21 14:21:00,2025-11-21 13:32:00,False
EVT008394,ORD008394,2025-10-27 13:37:00,2025-10-27 14:07:00,2025-10-27 14:21:00,2025-10-27 15:00:00,2025-10-27 14:20:00,False
EVT008395,ORD008395,2025-11-21 21:37:00,2025-11-21 21:57:00,2025-11-21 22:08:00,2025-11-21 22:45:00,2025-11-21 22:19:00,False
EVT008396,ORD008396,2025-12-05 02:58:00,2025-12-05 03:15:00,2025-12-05 03:34:00,2025-12-05 04:06:00,2025-12-05 03:38:00,False
EVT008397,ORD008397,2025-10-27 17:29:00,2025-10-27 18:08:00,2025-10-27 18:22:00,2025-10-27 18:52:00,2025-10-27 18:09:00,False
EVT008398,ORD008398,2025-11-17 21:00:00,2025-11-17 21:26:00,2025-11-17 21:41:00,2025-11-17 22:09:00,2025-11-17 21:40:00,False
EVT008399,ORD008399,2025-11-13 13:43:00,2025-11-13 14:10:00,2025-11-13 14:21:00,2025-11-13 15:19:00,2025-11-13 14:23:00,False
EVT008400,ORD008400,2025-10-10 17:56:00,2025-10-10 18:14:00,2025-10-10 18:29:00,2025-10-10 19:05:00,2025-10-10 18:39:00,False
EVT008401,ORD008401,2025-11-05 16:24:00,2025-11-05 16:46:00,2025-11-05 17:04:00,2025-11-05 17:49:00,2025-11-05 17:05:00,False
EVT008402,ORD008402,2025-12-22 12:19:00,2025-12-22 13:00:00,2025-12-22 13:05:00,2025-12-22 13:44:00,2025-12-22 12:59:00,False
EVT008403,ORD008403,2025-10-20 09:37:00,2025-10-20 10:09:00,2025-10-20 10:29:00,2025-10-20 11:08:00,2025-10-20 10:18:00,False
EVT008404,ORD008404,2025-11-18 10:13:00,2025-11-18 10:42:00,2025-11-18 10:58:00,2025-11-18 11:21:00,2025-11-18 10:53:00,False
EVT008405,ORD008405,2025-12-20 06:05:00,2025-12-20 06:35:00,2025-12-20 06:46:00,2025-12-20 06:59:00,2025-12-20 06:47:00,False
EVT008406,ORD008406,2025-10-29 19:58:00,2025-10-29 20:28:00,2025-10-29 20:47:00,2025-10-29 21:22:00,2025-10-29 20:41:00,False
EVT008407,ORD008407,2025-10-04 15:14:00,2025-10-04 15:27:00,2025-10-04 15:40:00,2025-10-04 16:16:00,2025-10-04 15:54:00,False
EVT008408,ORD008408,2025-10-19 19:53:00,2025-10-19 20:35:00,2025-10-19 20:44:00,2025-10-19 21:22:00,2025-10-19 20:34:00,False
EVT008409,ORD008409,2025-10-14 11:15:00,2025-10-14 11:39:00,2025-10-14 11:57:00,2025-10-14 12:23:00,2025-10-14 11:59:00,False
EVT008410,ORD008410,2025-10-28 19:18:00,2025-10-28 19:52:00,2025-10-28 20:10:00,2025-10-28 20:48:00,2025-10-28 20:00:00,False
EVT008411,ORD008411,2025-11-10 12:16:00,2025-11-10 12:37:00,2025-11-10 12:54:00,2025-11-10 13:04:00,2025-11-10 12:57:00,False
EVT008412,ORD008412,2025-11-09 08:48:00,2025-11-09 09:31:00,2025-11-09 09:51:00,,2025-11-09 09:28:00,
EVT008413,ORD008413,2025-11-28 15:48:00,2025-11-28 16:09:00,2025-11-28 16:28:00,,2025-11-28 16:28:00,
EVT008414,ORD008414,2025-11-27 21:04:00,2025-11-27 21:40:00,2025-11-27 22:20:00,2025-11-27 22:54:00,2025-11-27 21:45:00,False
EVT008415,ORD008415,2025-10-25 13:51:00,2025-10-25 14:18:00,2025-10-25 14:35:00,2025-10-25 14:48:00,2025-10-25 14:31:00,False
EVT008416,ORD008416,2025-10-23 16:02:00,2025-10-23 16:12:00,2025-10-23 16:18:00,,2025-10-23 16:42:00,
EVT008417,ORD008417,2025-11-21 14:58:00,2025-11-21 15:22:00,2025-11-21 15:40:00,2025-11-21 16:14:00,2025-11-21 15:39:00,False
EVT008418,ORD008418,2025-12-30 14:36:00,2025-12-30 15:05:00,2025-12-30 15:21:00,,2025-12-30 15:17:00,
EVT008419,ORD008419,2025-12-24 10:09:00,2025-12-24 10:30:00,2025-12-24 10:37:00,2025-12-24 11:13:00,2025-12-24 10:52:00,False
EVT008420,ORD008420,2025-12-28 13:16:00,2025-12-28 13:50:00,2025-12-28 14:00:00,2025-12-28 14:17:00,2025-12-28 14:00:00,False
EVT008421,ORD008421,2025-12-16 15:51:00,2025-12-16 16:07:00,2025-12-16 16:21:00,2025-12-16 16:56:00,2025-12-16 16:32:00,False
EVT008422,ORD008422,2025-12-22 19:38:00,2025-12-22 20:09:00,2025-12-22 20:27:00,2025-12-22 21:05:00,2025-12-22 20:19:00,False
EVT008423,ORD008423,2025-12-16 09:52:00,2025-12-16 10:35:00,2025-12-16 11:05:00,2025-12-16 11:22:00,2025-12-16 10:35:00,False
EVT008424,ORD008424,2025-11-08 17:04:00,2025-11-08 17:33:00,2025-11-08 17:41:00,,2025-11-08 17:44:00,
EVT008425,ORD008425,2025-12-01 18:14:00,2025-12-01 18:44:00,2025-12-01 18:59:00,2025-12-01 19:26:00,2025-12-01 18:58:00,False
EVT008426,ORD008426,2025-11-19 12:43:00,2025-11-19 13:25:00,2025-11-19 13:35:00,2025-11-19 13:45:00,2025-11-19 13:25:00,False
EVT008427,ORD008427,2025-10-24 16:30:00,2025-10-24 16:47:00,2025-10-24 16:53:00,2025-10-24 17:20:00,2025-10-24 17:11:00,False
EVT008428,ORD008428,2025-10-05 18:44:00,2025-10-05 19:16:00,2025-10-05 19:32:00,2025-10-05 19:54:00,2025-10-05 19:28:00,False
EVT008429,ORD008429,2025-12-16 14:50:00,2025-12-16 15:01:00,2025-12-16 15:16:00,2025-12-16 16:15:00,2025-12-16 15:32:00,False
EVT008430,ORD008430,2025-12-21 12:01:00,2025-12-21 12:19:00,2025-12-21 12:39:00,2025-12-21 13:41:00,2025-12-21 12:45:00,False
EVT008431,ORD008431,2025-12-25 20:40:00,2025-12-25 20:52:00,2025-12-25 21:19:00,2025-12-25 21:49:00,2025-12-25 21:23:00,False
EVT008432,ORD008432,2025-11-07 23:52:00,2025-11-08 00:18:00,2025-11-08 00:26:00,2025-11-08 01:26:00,2025-11-08 00:34:00,False
